date,store_id,store_type,assortment,sales,customers,promo,school_holiday,eid_period,day_of_week,open,competition_distance_m
2022-05-20,11,a,extra,8507.44,27,0,0,0,4,1,8832.0
2022-05-21,11,a,extra,10274.96,28,0,0,0,5,1,8832.0
2022-05-22,11,a,extra,10864.5,29,0,0,0,6,1,8832.0
2022-05-23,11,a,extra,10074.56,29,0,0,0,0,1,8832.0
2022-05-24,11,a,extra,7201.02,20,0,0,0,1,1,8832.0
2022-05-25,11,a,extra,9775.35,24,0,0,0,2,1,8832.0
2022-05-26,11,a,extra,7726.4,23,0,0,0,3,1,8832.0
2022-05-27,11,a,extra,7826.84,24,0,0,0,4,1,8832.0
2022-05-28,11,a,extra,11300.5,31,0,0,0,5,1,8832.0
2022-05-29,11,a,extra,9743.27,33,0,0,0,6,1,8832.0
2022-05-30,11,a,extra,12038.73,31,1,0,0,0,1,8832.0
2022-05-31,11,a,extra,9641.48,26,0,0,0,1,1,8832.0
2022-06-01,11,a,extra,11026.26,29,0,0,0,2,1,8832.0
2022-06-02,11,a,extra,8821.72,23,0,0,0,3,1,8832.0
2022-06-03,11,a,extra,6831.81,19,0,0,0,4,1,8832.0
2022-06-04,11,a,extra,13931.34,43,0,0,0,5,1,8832.0
2022-06-05,11,a,extra,14069.53,34,1,0,0,6,1,8832.0
2022-06-06,11,a,extra,10146.22,34,0,0,0,0,1,8832.0
2022-06-07,11,a,extra,8877.8,22,0,0,0,1,1,8832.0
2022-06-08,11,a,extra,10131.47,25,0,0,0,2,1,8832.0
2022-06-09,11,a,extra,9961.28,35,0,0,0,3,1,8832.0
2022-06-10,11,a,extra,7947.98,20,0,0,0,4,1,8832.0
2022-06-11,11,a,extra,9220.93,24,0,0,0,5,1,8832.0
2022-06-12,11,a,extra,10655.55,29,0,0,0,6,1,8832.0
2022-06-13,11,a,extra,12850.16,42,1,0,0,0,1,8832.0
2022-06-14,11,a,extra,8658.86,22,0,0,0,1,1,8832.0
2022-06-15,11,a,extra,9795.12,29,0,0,0,2,1,8832.0
2022-06-16,11,a,extra,8889.64,29,0,0,0,3,1,8832.0
2022-06-17,11,a,extra,7235.34,18,0,0,0,4,1,8832.0
2022-06-18,11,a,extra,12404.18,41,0,0,0,5,1,8832.0
2022-06-19,11,a,extra,9890.11,26,0,0,0,6,1,8832.0
2022-06-20,11,a,extra,12248.39,35,1,0,0,0,1,8832.0
2022-06-21,11,a,extra,11297.56,28,0,0,0,1,1,8832.0
2022-06-22,11,a,extra,9435.27,26,0,0,0,2,1,8832.0
2022-06-23,11,a,extra,7373.5,23,0,0,0,3,1,8832.0
2022-06-24,11,a,extra,7502.68,26,0,0,0,4,1,8832.0
2022-06-25,11,a,extra,10987.91,30,0,0,0,5,1,8832.0
2022-06-26,11,a,extra,13124.97,31,1,0,0,6,1,8832.0
2022-06-27,11,a,extra,13683.2,33,1,0,0,0,1,8832.0
2022-06-28,11,a,extra,9428.15,27,0,0,0,1,1,8832.0
2022-06-29,11,a,extra,8000.35,20,0,0,0,2,1,8832.0
2022-06-30,11,a,extra,8686.58,25,0,0,0,3,1,8832.0
2022-07-01,11,a,extra,5578.08,15,1,0,0,4,1,8832.0
2022-07-02,11,a,extra,6126.75,15,0,0,0,5,1,8832.0
2022-07-03,11,a,extra,6326.91,16,0,0,0,6,1,8832.0
2022-07-04,11,a,extra,5637.31,14,0,0,0,0,1,8832.0
2022-07-05,11,a,extra,5881.29,18,0,0,0,1,1,8832.0
2022-07-06,11,a,extra,6408.62,22,0,0,1,2,1,8832.0
2022-07-07,11,a,extra,8235.25,19,0,0,1,3,1,8832.0
2022-07-08,11,a,extra,5507.31,14,0,0,1,4,1,8832.0
2022-07-09,11,a,extra,2470.89,7,0,0,1,5,1,8832.0
2022-07-10,11,a,extra,10214.77,31,1,0,1,6,1,8832.0
2022-07-11,11,a,extra,7343.6,22,0,0,1,0,1,8832.0
2022-07-12,11,a,extra,10317.45,25,1,0,1,1,1,8832.0
2022-07-13,11,a,extra,4616.8,15,0,0,0,2,1,8832.0
2022-07-14,11,a,extra,4721.05,11,0,0,0,3,1,8832.0
2022-07-15,11,a,extra,4694.27,13,0,0,0,4,1,8832.0
2022-07-16,11,a,extra,6320.03,21,0,0,0,5,1,8832.0
2022-07-17,11,a,extra,6418.94,18,0,0,0,6,1,8832.0
2022-07-18,11,a,extra,6139.67,17,0,0,0,0,1,8832.0
2022-07-19,11,a,extra,5373.38,13,0,0,0,1,1,8832.0
2022-07-20,11,a,extra,5272.36,14,0,0,0,2,1,8832.0
2022-07-21,11,a,extra,4845.05,16,0,0,0,3,1,8832.0
2022-07-22,11,a,extra,4120.89,9,0,0,0,4,1,8832.0
2022-07-23,11,a,extra,6892.93,18,0,0,0,5,1,8832.0
2022-07-24,11,a,extra,5685.74,15,0,0,0,6,1,8832.0
2022-07-25,11,a,extra,5177.99,16,0,0,0,0,1,8832.0
2022-07-26,11,a,extra,5711.11,14,0,0,0,1,1,8832.0
2022-07-27,11,a,extra,5554.55,15,0,0,0,2,1,8832.0
2022-07-28,11,a,extra,5425.37,13,0,0,0,3,1,8832.0
2022-07-29,11,a,extra,4683.97,11,0,0,0,4,1,8832.0
2022-07-30,11,a,extra,7836.56,24,0,0,0,5,1,8832.0
2022-07-31,11,a,extra,6561.16,21,0,0,0,6,1,8832.0
2022-08-01,11,a,extra,5449.97,13,0,0,0,0,1,8832.0
2022-08-02,11,a,extra,5442.95,18,0,0,0,1,1,8832.0
2022-08-03,11,a,extra,5598.76,19,0,0,0,2,1,8832.0
2022-08-04,11,a,extra,6934.93,18,1,0,0,3,1,8832.0
2022-08-05,11,a,extra,5304.61,12,1,0,0,4,1,8832.0
2022-08-06,11,a,extra,5944.08,16,0,0,0,5,1,8832.0
2022-08-07,11,a,extra,7323.29,24,1,0,0,6,1,8832.0
2022-08-08,11,a,extra,6693.06,19,1,0,0,0,1,8832.0
2022-08-09,11,a,extra,6338.56,20,0,0,0,1,1,8832.0
2022-08-10,11,a,extra,6392.15,21,1,0,0,2,1,8832.0
2022-08-11,11,a,extra,5502.69,14,0,0,0,3,1,8832.0
2022-08-12,11,a,extra,4248.81,10,0,0,0,4,1,8832.0
2022-08-13,11,a,extra,7149.45,18,0,0,0,5,1,8832.0
2022-08-14,11,a,extra,6830.74,20,0,0,0,6,1,8832.0
2022-08-15,11,a,extra,2081.48,6,0,1,0,0,1,8832.0
2022-08-16,11,a,extra,5834.62,14,0,0,0,1,1,8832.0
2022-08-17,11,a,extra,5283.51,15,0,0,0,2,1,8832.0
2022-08-18,11,a,extra,5174.88,18,0,0,0,3,1,8832.0
2022-08-19,11,a,extra,4915.53,14,0,0,0,4,1,8832.0
2022-08-20,11,a,extra,6034.18,17,0,0,0,5,1,8832.0
2022-08-21,11,a,extra,6730.35,19,0,0,0,6,1,8832.0
2022-08-22,11,a,extra,6498.41,17,0,0,0,0,1,8832.0
2022-08-23,11,a,extra,6108.29,15,1,0,0,1,1,8832.0
2022-08-24,11,a,extra,5183.75,14,0,0,0,2,1,8832.0
2022-08-25,11,a,extra,5787.24,19,0,0,0,3,1,8832.0
2022-08-26,11,a,extra,4468.58,14,0,0,0,4,1,8832.0
2022-08-27,11,a,extra,7593.21,26,0,0,0,5,1,8832.0
2022-08-28,11,a,extra,7165.97,20,1,0,0,6,1,8832.0
2022-08-29,11,a,extra,6357.15,18,0,0,0,0,1,8832.0
2022-08-30,11,a,extra,6766.23,17,1,0,0,1,1,8832.0
2022-08-31,11,a,extra,6030.31,16,0,0,0,2,1,8832.0
2022-09-01,11,a,extra,7436.87,24,0,0,0,3,1,8832.0
2022-09-02,11,a,extra,5465.83,17,0,0,0,4,1,8832.0
2022-09-03,11,a,extra,7528.45,18,0,0,0,5,1,8832.0
2022-09-04,11,a,extra,9385.95,23,0,0,0,6,1,8832.0
2022-09-05,11,a,extra,7062.29,20,0,0,0,0,1,8832.0
2022-09-06,11,a,extra,8933.43,29,0,0,0,1,1,8832.0
2022-09-07,11,a,extra,7532.05,22,0,0,0,2,1,8832.0
2022-09-08,11,a,extra,10258.64,30,1,0,0,3,1,8832.0
2022-09-09,11,a,extra,6288.25,15,0,0,0,4,1,8832.0
2022-09-10,11,a,extra,11142.35,27,0,0,0,5,1,8832.0
2022-09-11,11,a,extra,8021.14,22,0,0,0,6,1,8832.0
2022-09-12,11,a,extra,7572.02,21,0,0,0,0,1,8832.0
2022-09-13,11,a,extra,8107.5,26,0,0,0,1,1,8832.0
2022-09-14,11,a,extra,7537.65,19,0,0,0,2,1,8832.0
2022-09-15,11,a,extra,9543.95,31,0,0,0,3,1,8832.0
2022-09-16,11,a,extra,6583.52,18,0,0,0,4,1,8832.0
2022-09-17,11,a,extra,10001.84,33,0,0,0,5,1,8832.0
2022-09-18,11,a,extra,11438.6,30,1,0,0,6,1,8832.0
2022-09-19,11,a,extra,6619.11,18,0,0,0,0,1,8832.0
2022-09-20,11,a,extra,7246.41,20,0,0,0,1,1,8832.0
2022-09-21,11,a,extra,8206.92,21,0,0,0,2,1,8832.0
2022-09-22,11,a,extra,7171.65,17,0,0,0,3,1,8832.0
2022-09-23,11,a,extra,6206.55,16,0,0,0,4,1,8832.0
2022-09-24,11,a,extra,8819.46,28,1,0,0,5,1,8832.0
2022-09-25,11,a,extra,8159.79,19,0,0,0,6,1,8832.0
2022-09-26,11,a,extra,7735.86,24,0,0,0,0,1,8832.0
2022-09-27,11,a,extra,7918.45,22,0,0,0,1,1,8832.0
2022-09-28,11,a,extra,6184.48,21,0,0,0,2,1,8832.0
2022-09-29,11,a,extra,6798.24,21,0,0,0,3,1,8832.0
2022-09-30,11,a,extra,7208.21,17,0,0,0,4,1,8832.0
2022-10-01,11,a,extra,13064.26,38,1,0,0,5,1,8832.0
2022-10-02,11,a,extra,9699.86,33,0,0,0,6,1,8832.0
2022-10-03,11,a,extra,7988.24,20,0,0,0,0,1,8832.0
2022-10-04,11,a,extra,10110.99,25,1,0,0,1,1,8832.0
2022-10-05,11,a,extra,9559.08,28,0,0,0,2,1,8832.0
2022-10-06,11,a,extra,8660.79,25,0,0,0,3,1,8832.0
2022-10-07,11,a,extra,8692.66,20,1,0,0,4,1,8832.0
2022-10-08,11,a,extra,9612.51,23,0,0,0,5,1,8832.0
2022-10-09,11,a,extra,8814.34,25,0,0,0,6,1,8832.0
2022-10-10,11,a,extra,7285.6,24,0,0,0,0,1,8832.0
2022-10-11,11,a,extra,9052.54,26,0,0,0,1,1,8832.0
2022-10-12,11,a,extra,8677.37,21,0,0,0,2,1,8832.0
2022-10-13,11,a,extra,9330.18,22,0,0,0,3,1,8832.0
2022-10-14,11,a,extra,6123.8,15,0,0,0,4,1,8832.0
2022-10-15,11,a,extra,11743.46,39,0,0,0,5,1,8832.0
2022-10-16,11,a,extra,8615.76,23,0,0,0,6,1,8832.0
2022-10-17,11,a,extra,10250.78,28,0,0,0,0,1,8832.0
2022-10-18,11,a,extra,12057.26,38,1,0,0,1,1,8832.0
2022-10-19,11,a,extra,8405.74,23,0,0,0,2,1,8832.0
2022-10-20,11,a,extra,11476.21,34,1,0,0,3,1,8832.0
2022-10-21,11,a,extra,7979.89,27,0,0,0,4,1,8832.0
2022-10-22,11,a,extra,10021.13,27,0,0,0,5,1,8832.0
2022-10-23,11,a,extra,10476.83,25,0,0,0,6,1,8832.0
2022-10-24,11,a,extra,9493.34,22,0,0,0,0,1,8832.0
2022-10-25,11,a,extra,8977.97,27,0,0,0,1,1,8832.0
2022-10-26,11,a,extra,9623.31,32,0,0,0,2,1,8832.0
2022-10-27,11,a,extra,8526.28,21,0,0,0,3,1,8832.0
2022-10-28,11,a,extra,6848.82,17,0,0,0,4,1,8832.0
2022-10-29,11,a,extra,13729.88,38,1,0,0,5,1,8832.0
2022-10-30,11,a,extra,9766.07,23,0,0,0,6,1,8832.0
2022-10-31,11,a,extra,9853.94,35,0,0,0,0,1,8832.0
2022-11-01,11,a,extra,9747.52,23,0,0,0,1,1,8832.0
2022-11-02,11,a,extra,9192.01,26,0,0,0,2,1,8832.0
2022-11-03,11,a,extra,7218.0,24,0,0,0,3,1,8832.0
2022-11-04,11,a,extra,7322.31,21,0,0,0,4,1,8832.0
2022-11-05,11,a,extra,10763.39,29,0,0,0,5,1,8832.0
2022-11-06,11,a,extra,9429.36,29,0,0,0,6,1,8832.0
2022-11-07,11,a,extra,9012.34,23,0,0,0,0,1,8832.0
2022-11-08,11,a,extra,8758.33,20,0,0,0,1,1,8832.0
2022-11-09,11,a,extra,8862.9,25,0,0,0,2,1,8832.0
2022-11-10,11,a,extra,11663.04,31,1,0,0,3,1,8832.0
2022-11-11,11,a,extra,8073.28,26,0,0,0,4,1,8832.0
2022-11-12,11,a,extra,10433.94,27,0,0,0,5,1,8832.0
2022-11-13,11,a,extra,11769.94,30,1,0,0,6,1,8832.0
2022-11-14,11,a,extra,9716.37,25,0,0,0,0,1,8832.0
2022-11-15,11,a,extra,9143.29,30,0,0,0,1,1,8832.0
2022-11-16,11,a,extra,9468.17,26,0,0,0,2,1,8832.0
2022-11-17,11,a,extra,8509.31,25,0,0,0,3,1,8832.0
2022-11-18,11,a,extra,6777.2,17,0,0,0,4,1,8832.0
2022-11-19,11,a,extra,11458.79,29,1,0,0,5,1,8832.0
2022-11-20,11,a,extra,12076.18,37,0,0,0,6,1,8832.0
2022-11-21,11,a,extra,12376.53,43,1,0,0,0,1,8832.0
2022-11-22,11,a,extra,9674.1,25,0,0,0,1,1,8832.0
2022-11-23,11,a,extra,7759.93,21,0,0,0,2,1,8832.0
2022-11-24,11,a,extra,8753.03,29,0,0,0,3,1,8832.0
2022-11-25,11,a,extra,6511.52,19,0,0,0,4,1,8832.0
2022-11-26,11,a,extra,14859.4,49,1,0,0,5,1,8832.0
2022-11-27,11,a,extra,10571.94,29,0,0,0,6,1,8832.0
2022-11-28,11,a,extra,10784.31,29,0,0,0,0,1,8832.0
2022-11-29,11,a,extra,12031.31,29,1,0,0,1,1,8832.0
2022-11-30,11,a,extra,10386.71,28,1,0,0,2,1,8832.0
2022-12-01,11,a,extra,7546.63,18,0,0,0,3,1,8832.0
2022-12-02,11,a,extra,6134.68,15,0,0,0,4,1,8832.0
2022-12-03,11,a,extra,7569.58,26,0,0,0,5,1,8832.0
2022-12-04,11,a,extra,10108.54,28,0,0,0,6,1,8832.0
2022-12-05,11,a,extra,10189.21,26,1,0,0,0,1,8832.0
2022-12-06,11,a,extra,8497.37,21,0,0,0,1,1,8832.0
2022-12-07,11,a,extra,8770.93,25,0,0,0,2,1,8832.0
2022-12-08,11,a,extra,7610.95,18,0,0,0,3,1,8832.0
2022-12-09,11,a,extra,6955.75,21,0,0,0,4,1,8832.0
2022-12-10,11,a,extra,8989.43,25,0,0,0,5,1,8832.0
2022-12-11,11,a,extra,7919.64,19,0,0,0,6,1,8832.0
2022-12-12,11,a,extra,9428.34,27,0,0,0,0,1,8832.0
2022-12-13,11,a,extra,9622.93,27,0,0,0,1,1,8832.0
2022-12-14,11,a,extra,7106.26,17,0,0,0,2,1,8832.0
2022-12-15,11,a,extra,8116.45,20,0,0,0,3,1,8832.0
2022-12-16,11,a,extra,2848.98,9,1,1,0,4,1,8832.0
2022-12-17,11,a,extra,9895.66,34,0,0,0,5,1,8832.0
2022-12-18,11,a,extra,11671.53,29,1,0,0,6,1,8832.0
2022-12-19,11,a,extra,7771.18,19,0,0,0,0,1,8832.0
2022-12-20,11,a,extra,7614.22,21,0,0,0,1,1,8832.0
2022-12-21,11,a,extra,6417.43,22,0,0,0,2,1,8832.0
2022-12-22,11,a,extra,6593.02,20,0,0,0,3,1,8832.0
2022-12-23,11,a,extra,5736.77,18,0,0,0,4,1,8832.0
2022-12-24,11,a,extra,10898.01,30,0,0,0,5,1,8832.0
2022-12-25,11,a,extra,0.0,0,0,1,0,6,0,8832.0
2022-12-26,11,a,extra,8808.67,22,0,0,0,0,1,8832.0
2022-12-27,11,a,extra,7705.3,21,0,0,0,1,1,8832.0
2022-12-28,11,a,extra,8685.75,23,0,0,0,2,1,8832.0
2022-12-29,11,a,extra,7701.31,19,0,0,0,3,1,8832.0
2022-12-30,11,a,extra,5191.53,13,0,0,0,4,1,8832.0
2022-12-31,11,a,extra,9114.19,26,0,0,0,5,1,8832.0
2023-01-01,11,a,extra,0.0,0,0,1,0,6,0,8832.0
2023-01-02,11,a,extra,7864.83,24,0,0,0,0,1,8832.0
2023-01-03,11,a,extra,7349.91,17,0,0,0,1,1,8832.0
2023-01-04,11,a,extra,7216.31,20,0,0,0,2,1,8832.0
2023-01-05,11,a,extra,8956.43,23,0,0,0,3,1,8832.0
2023-01-06,11,a,extra,6772.69,22,0,0,0,4,1,8832.0
2023-01-07,11,a,extra,11674.88,28,1,0,0,5,1,8832.0
2023-01-08,11,a,extra,9871.26,32,0,0,0,6,1,8832.0
2023-01-09,11,a,extra,8243.34,20,0,0,0,0,1,8832.0
2023-01-10,11,a,extra,7625.35,26,0,0,0,1,1,8832.0
2023-01-11,11,a,extra,7834.7,20,0,0,0,2,1,8832.0
2023-01-12,11,a,extra,7392.71,19,0,0,0,3,1,8832.0
2023-01-13,11,a,extra,6749.37,20,0,0,0,4,1,8832.0
2023-01-14,11,a,extra,8931.09,21,0,0,0,5,1,8832.0
2023-01-15,11,a,extra,8382.11,21,0,0,0,6,1,8832.0
2023-01-16,11,a,extra,7540.55,19,0,0,0,0,1,8832.0
2023-01-17,11,a,extra,8116.28,26,0,0,0,1,1,8832.0
2023-01-18,11,a,extra,7171.9,19,0,0,0,2,1,8832.0
2023-01-19,11,a,extra,8117.43,24,0,0,0,3,1,8832.0
2023-01-20,11,a,extra,6369.51,18,0,0,0,4,1,8832.0
2023-01-21,11,a,extra,9102.08,31,0,0,0,5,1,8832.0
2023-01-22,11,a,extra,8510.25,28,0,0,0,6,1,8832.0
2023-01-23,11,a,extra,8448.7,21,0,0,0,0,1,8832.0
2023-01-24,11,a,extra,6954.94,22,0,0,0,1,1,8832.0
2023-01-25,11,a,extra,10413.51,27,1,0,0,2,1,8832.0
2023-01-26,11,a,extra,8514.55,27,0,0,0,3,1,8832.0
2023-01-27,11,a,extra,6904.14,19,0,0,0,4,1,8832.0
2023-01-28,11,a,extra,10024.43,27,0,0,0,5,1,8832.0
2023-01-29,11,a,extra,9342.39,26,0,0,0,6,1,8832.0
2023-01-30,11,a,extra,7567.51,21,0,0,0,0,1,8832.0
2023-01-31,11,a,extra,8113.89,20,0,0,0,1,1,8832.0
2023-02-01,11,a,extra,8597.44,20,0,0,0,2,1,8832.0
2023-02-02,11,a,extra,8248.16,21,0,0,0,3,1,8832.0
2023-02-03,11,a,extra,6065.94,15,0,0,0,4,1,8832.0
2023-02-04,11,a,extra,12742.98,38,1,0,0,5,1,8832.0
2023-02-05,11,a,extra,9575.41,32,0,0,0,6,1,8832.0
2023-02-06,11,a,extra,9167.8,30,0,0,0,0,1,8832.0
2023-02-07,11,a,extra,8217.36,21,0,0,0,1,1,8832.0
2023-02-08,11,a,extra,8395.51,24,0,0,0,2,1,8832.0
2023-02-09,11,a,extra,8110.22,22,0,0,0,3,1,8832.0
2023-02-10,11,a,extra,5527.13,18,0,0,0,4,1,8832.0
2023-02-11,11,a,extra,9321.07,28,0,0,0,5,1,8832.0
2023-02-12,11,a,extra,9432.38,26,0,0,0,6,1,8832.0
2023-02-13,11,a,extra,8919.14,22,0,0,0,0,1,8832.0
2023-02-14,11,a,extra,7543.65,22,0,0,0,1,1,8832.0
2023-02-15,11,a,extra,8575.12,30,0,0,0,2,1,8832.0
2023-02-16,11,a,extra,8935.32,25,0,0,0,3,1,8832.0
2023-02-17,11,a,extra,6008.11,15,0,0,0,4,1,8832.0
2023-02-18,11,a,extra,9041.5,27,0,0,0,5,1,8832.0
2023-02-19,11,a,extra,10276.13,29,0,0,0,6,1,8832.0
2023-02-20,11,a,extra,8917.57,28,0,0,0,0,1,8832.0
2023-02-21,11,a,extra,0.0,0,0,1,0,1,0,8832.0
2023-02-22,11,a,extra,7738.6,23,0,0,0,2,1,8832.0
2023-02-23,11,a,extra,7823.54,23,0,0,0,3,1,8832.0
2023-02-24,11,a,extra,6014.4,17,0,0,0,4,1,8832.0
2023-02-25,11,a,extra,9443.96,24,0,0,0,5,1,8832.0
2023-02-26,11,a,extra,10752.22,27,1,0,0,6,1,8832.0
2023-02-27,11,a,extra,12778.43,40,1,0,0,0,1,8832.0
2023-02-28,11,a,extra,8247.8,29,0,0,0,1,1,8832.0
2023-03-01,11,a,extra,10824.3,32,0,0,0,2,1,8832.0
2023-03-02,11,a,extra,12155.7,39,1,0,0,3,1,8832.0
2023-03-03,11,a,extra,8489.36,24,0,0,0,4,1,8832.0
2023-03-04,11,a,extra,11638.29,39,0,0,0,5,1,8832.0
2023-03-05,11,a,extra,12035.8,37,0,0,0,6,1,8832.0
2023-03-06,11,a,extra,10268.07,27,0,0,0,0,1,8832.0
2023-03-07,11,a,extra,9789.13,25,0,0,0,1,1,8832.0
2023-03-08,11,a,extra,9161.92,31,0,0,0,2,1,8832.0
2023-03-09,11,a,extra,8668.55,21,0,0,0,3,1,8832.0
2023-03-10,11,a,extra,7862.39,21,0,0,0,4,1,8832.0
2023-03-11,11,a,extra,14956.26,38,0,0,0,5,1,8832.0
2023-03-12,11,a,extra,10929.31,26,0,0,0,6,1,8832.0
2023-03-13,11,a,extra,10352.35,36,0,0,0,0,1,8832.0
2023-03-14,11,a,extra,11964.5,31,0,0,0,1,1,8832.0
2023-03-15,11,a,extra,9057.1,22,0,0,0,2,1,8832.0
2023-03-16,11,a,extra,10564.71,27,0,0,0,3,1,8832.0
2023-03-17,11,a,extra,7806.07,27,0,0,0,4,1,8832.0
2023-03-18,11,a,extra,15650.26,41,1,0,0,5,1,8832.0
2023-03-19,11,a,extra,13255.23,43,0,0,0,6,1,8832.0
2023-03-20,11,a,extra,10718.36,33,0,0,0,0,1,8832.0
2023-03-21,11,a,extra,13740.3,35,1,0,0,1,1,8832.0
2023-03-22,11,a,extra,10967.41,29,0,0,0,2,1,8832.0
2023-03-23,11,a,extra,7586.89,20,0,0,0,3,1,8832.0
2023-03-24,11,a,extra,6960.55,17,0,0,0,4,1,8832.0
2023-03-25,11,a,extra,12687.93,36,0,0,0,5,1,8832.0
2023-03-26,11,a,extra,0.0,0,0,1,0,6,0,8832.0
2023-03-27,11,a,extra,10204.67,32,0,0,0,0,1,8832.0
2023-03-28,11,a,extra,12515.57,44,1,0,0,1,1,8832.0
2023-03-29,11,a,extra,10059.14,31,0,0,0,2,1,8832.0
2023-03-30,11,a,extra,10289.35,26,0,0,0,3,1,8832.0
2023-03-31,11,a,extra,9184.13,25,1,0,0,4,1,8832.0
2023-04-01,11,a,extra,9312.47,30,0,0,0,5,1,8832.0
2023-04-02,11,a,extra,10797.75,26,0,0,0,6,1,8832.0
2023-04-03,11,a,extra,10630.94,25,0,0,0,0,1,8832.0
2023-04-04,11,a,extra,8868.44,29,0,0,0,1,1,8832.0
2023-04-05,11,a,extra,10193.63,33,0,0,0,2,1,8832.0
2023-04-06,11,a,extra,13614.54,32,1,0,0,3,1,8832.0
2023-04-07,11,a,extra,6992.65,19,0,0,0,4,1,8832.0
2023-04-08,11,a,extra,9552.91,31,0,0,0,5,1,8832.0
2023-04-09,11,a,extra,10957.23,32,0,0,0,6,1,8832.0
2023-04-10,11,a,extra,11291.51,31,0,0,0,0,1,8832.0
2023-04-11,11,a,extra,10698.03,36,0,0,0,1,1,8832.0
2023-04-12,11,a,extra,10196.17,25,0,0,0,2,1,8832.0
2023-04-13,11,a,extra,9358.93,25,0,0,0,3,1,8832.0
2023-04-14,11,a,extra,2754.38,8,0,1,0,4,1,8832.0
2023-04-15,11,a,extra,11592.8,38,0,0,0,5,1,8832.0
2023-04-16,11,a,extra,10296.34,27,0,0,0,6,1,8832.0
2023-04-17,11,a,extra,11032.7,30,0,0,0,0,1,8832.0
2023-04-18,11,a,extra,13875.97,37,0,0,1,1,1,8832.0
2023-04-19,11,a,extra,15003.11,45,0,0,1,2,1,8832.0
2023-04-20,11,a,extra,14037.84,38,0,0,1,3,1,8832.0
2023-04-21,11,a,extra,2778.65,9,0,0,1,4,1,8832.0
2023-04-22,11,a,extra,15718.61,38,0,0,1,5,1,8832.0
2023-04-23,11,a,extra,13868.9,47,0,0,1,6,1,8832.0
2023-04-24,11,a,extra,12442.3,33,0,0,1,0,1,8832.0
2023-04-25,11,a,extra,9954.52,25,0,0,0,1,1,8832.0
2023-04-26,11,a,extra,9218.39,31,0,0,0,2,1,8832.0
2023-04-27,11,a,extra,12096.8,33,1,0,0,3,1,8832.0
2023-04-28,11,a,extra,10157.55,31,1,0,0,4,1,8832.0
2023-04-29,11,a,extra,12536.46,41,0,0,0,5,1,8832.0
2023-04-30,11,a,extra,15358.36,44,1,0,0,6,1,8832.0
2023-05-01,11,a,extra,3844.93,12,0,1,0,0,1,8832.0
2023-05-02,11,a,extra,9114.91,27,0,0,0,1,1,8832.0
2023-05-03,11,a,extra,9972.79,28,0,0,0,2,1,8832.0
2023-05-04,11,a,extra,9084.63,21,0,0,0,3,1,8832.0
2023-05-05,11,a,extra,6732.04,18,0,0,0,4,1,8832.0
2023-05-06,11,a,extra,10387.36,29,0,0,0,5,1,8832.0
2023-05-07,11,a,extra,12205.86,33,0,0,0,6,1,8832.0
2023-05-08,11,a,extra,10045.15,31,0,0,0,0,1,8832.0
2023-05-09,11,a,extra,10152.65,25,0,0,0,1,1,8832.0
2023-05-10,11,a,extra,9475.53,29,0,0,0,2,1,8832.0
2023-05-11,11,a,extra,9701.16,23,0,0,0,3,1,8832.0
2023-05-12,11,a,extra,6997.45,21,0,0,0,4,1,8832.0
2023-05-13,11,a,extra,12522.39,32,0,0,0,5,1,8832.0
2023-05-14,11,a,extra,9779.69,31,0,0,0,6,1,8832.0
2023-05-15,11,a,extra,11129.0,39,0,0,0,0,1,8832.0
2023-05-16,11,a,extra,9961.38,24,0,0,0,1,1,8832.0
2023-05-17,11,a,extra,9773.16,23,0,0,0,2,1,8832.0
2023-05-18,11,a,extra,10945.56,26,1,0,0,3,1,8832.0
2023-05-19,11,a,extra,7916.93,19,0,0,0,4,1,8832.0
2023-05-20,11,a,extra,14475.77,47,1,0,0,5,1,8832.0
2023-05-21,11,a,extra,11715.94,28,0,0,0,6,1,8832.0
2023-05-22,11,a,extra,9546.78,30,0,0,0,0,1,8832.0
2023-05-23,11,a,extra,10799.53,33,0,0,0,1,1,8832.0
2023-05-24,11,a,extra,14058.11,44,1,0,0,2,1,8832.0
2023-05-25,11,a,extra,10510.89,30,0,0,0,3,1,8832.0
2023-05-26,11,a,extra,7367.68,24,0,0,0,4,1,8832.0
2023-05-27,11,a,extra,15956.67,43,1,0,0,5,1,8832.0
2023-05-28,11,a,extra,10502.65,30,0,0,0,6,1,8832.0
2023-05-29,11,a,extra,10306.89,35,0,0,0,0,1,8832.0
2023-05-30,11,a,extra,9447.64,23,0,0,0,1,1,8832.0
2023-05-31,11,a,extra,8142.34,23,0,0,0,2,1,8832.0
2023-06-01,11,a,extra,8076.01,27,0,0,0,3,1,8832.0
2023-06-02,11,a,extra,7756.06,27,0,0,0,4,1,8832.0
2023-06-03,11,a,extra,13128.5,35,0,0,0,5,1,8832.0
2023-06-04,11,a,extra,9161.56,32,0,0,0,6,1,8832.0
2023-06-05,11,a,extra,11099.01,36,0,0,0,0,1,8832.0
2023-06-06,11,a,extra,10617.87,36,0,0,0,1,1,8832.0
2023-06-07,11,a,extra,10996.34,28,0,0,0,2,1,8832.0
2023-06-08,11,a,extra,9526.84,27,0,0,0,3,1,8832.0
2023-06-09,11,a,extra,9379.53,24,0,0,0,4,1,8832.0
2023-06-10,11,a,extra,11109.19,26,0,0,0,5,1,8832.0
